title,prog_code,genre,air_date,air_time,Duration
The Real Housewives of Orange County,EP008151260245,Reality,20150906,234500,60.0
Endless Golf,SH004347170000,"Sports non-event,Golf",20150405,143000,30.0
MC Alternative,SH006715610000,Music,20150406,0,120.0
In Touch with Dr. Charles Stanley,SH015663790000,Religious,20150405,120000,60.0
HTV Pasión,SH011529280000,Music,20150911,60000,120.0
MC Alternative,SH006715610000,Music,20151020,160000,120.0
Climbing Higher,SH004537930000,Religious,20150821,113000,30.0
MC Alternative,SH006715610000,Music,20150710,60000,120.0
MC Alternative,SH006715610000,Music,20150323,140000,120.0
Get On Up,MV005429700000,"Biography,Docudrama",20150813,54000,140.0
MC Alternative,SH006715610000,Music,20150813,120000,120.0
Las Más Sonadas,SH021569460000,Musical,20150813,3000,30.0
Jamie Marks Is Dead,MV005341280000,"Drama,Horror",20151012,174500,105.0
College Football Scoreboard,SH000369840000,"Sports non-event,Football",20151012,60000,60.0
Las Más Sonadas,SH021569460000,Musical,20151013,3000,30.0
MC Alternative,SH006715610000,Music,20150702,120000,120.0
Semana en Vivo,SH015770470000,"Talk,Debate,Interview",20151007,10000,60.0
MC Alternative,SH006715610000,Music,20150909,200000,120.0
News 12 at 6pm,SH019019750000,News,20150909,220000,30.0
The Real Housewives of Orange County,EP008151260249,Reality,20150925,20000,60.0
MC Alternative,SH006715610000,Music,20150924,120000,120.0
Marlins Live!,SH011455250000,"Sports non-event,Baseball",20150804,223000,30.0
Semana en Vivo,SH015770470000,"Talk,Debate,Interview",20150805,10000,60.0
MC Alternative,SH006715610000,Music,20150616,40000,120.0
Rebelde,SH006964650000,Soap,20150615,150000,60.0
Jamie Marks Is Dead,MV005341280000,"Drama,Horror",20150609,104500,105.0
MC Alternative,SH006715610000,Music,20150609,120000,120.0
ABC 7 Predaybreak,SH021657100000,News,20150609,93000,30.0
Marlins Live!,SH011455250000,"Sports non-event,Baseball",20150525,120000,30.0
The Real Housewives of Orange County,EP008151260247,Reality,20151002,230000,60.0
Crusade in Europe,SH000170810000,"Documentary,War",20150827,190000,30.0
MC Alternative,SH006715610000,Music,20150714,80000,120.0
Lucha Underground,SH020044290000,Wrestling,20150713,70000,60.0
MC Alternative,SH006715610000,Music,20150805,160000,120.0
México Culinario Tradición y Vanguardi,SH013351020000,"Cooking,Travel",20150315,33000,30.0
Get On Up,MV005429700000,"Biography,Docudrama",20150618,0,150.0
Papal Audience,SH001924470000,Religious,20150619,115000,10.0
MC Alternative,SH006715610000,Music,20150618,220000,120.0
Rebelde,SH006964650000,Soap,20150619,120000,60.0
Qubool Hai,SH016327200000,null,20150618,63000,30.0
MC Alternative,SH006715610000,Music,20150427,40000,120.0
Rebelde,SH006964650000,Soap,20150428,120000,60.0
Public Report,SH000217930000,"Public affairs,Community",20150625,73000,30.0
H2O: A Journey of Faith,SH010472320000,"Special,Religious",20150625,80000,30.0
Crusade in Europe,SH000170810000,"Documentary,War",20150810,190000,30.0
MC Alternative,SH006715610000,Music,20150810,180000,120.0
Africa's Thunder River,SH013758070000,"Special,Documentary,Nature",20150916,10000,120.0
La Chúcara,SH020533210000,Soap,20150915,43000,45.0
News at 5,SH020849070000,News,20150915,220000,30.0
The Real Housewives of Orange County,EP008151260245,Reality,20150902,0,60.0
Semana en Vivo,SH015770470000,"Talk,Debate,Interview",20150901,140000,60.0
WKYT News at 4:00 PM,SH016872090000,News,20150901,200000,30.0
Las Más Sonadas,SH021569460000,Musical,20150811,183000,30.0
MC Alternative,SH006715610000,Music,20150812,20000,120.0
Sell This House!,EP005867900184,"Reality,Home improvement,House/garden,How-to",20150921,93000,30.0
The Real Housewives of Orange County,EP008151260238,Reality,20150922,0,60.0
MC Alternative,SH006715610000,Music,20150921,80000,120.0
MC Alternative,SH006715610000,Music,20150922,100000,120.0
The Real Housewives of Orange County,EP008151260250,Reality,20150929,53200,60.0
Urban Jungle,EP019537240003,Reality,20150928,160000,60.0
Semana en Vivo,SH015770470000,"Talk,Debate,Interview",20150430,43000,60.0
MC Alternative,SH006715610000,Music,20150721,0,120.0
Qubool Hai,SH016327200000,null,20150722,63000,30.0
Friday Sports Blitz,SH015145970000,Sports non-event,20151219,93600,14.0
Broadcast On Demand,SH015393940000,Variety,20151219,110000,240.0
Face the Nation,EP000015221201,"Talk,News,Public affairs,Politics",20151214,73500,60.0
Political Mann,SH011285070000,"Politics,Public affairs",20151227,40000,30.0
Undercover,EP022250220004,Adults only,20151227,80000,30.0
Teen Media,SH013762710000,Community,20151226,173000,30.0
Friday Sports Blitz,SH015145970000,Sports non-event,20151226,53200,15.0
Face the Nation,EP000015221197,"Talk,News,Public affairs,Politics",20151116,70500,30.0
Face the Nation,EP000015221197,"Talk,News,Public affairs,Politics",20151116,80500,30.0
Route 66,EP000036750009,"Drama,Adventure",20151116,40000,60.0
La Bare,MV005715130000,Documentary,20151116,63500,90.0
Broadcast On Demand,SH015393940000,Variety,20151115,70000,240.0
Broadcast On Demand,SH015393940000,Variety,20151213,30000,240.0
Face the Nation,EP000015221196,"Talk,News,Public affairs,Politics",20151109,83500,30.0
Face the Nation,EP000015221198,"Talk,News,Public affairs,Politics",20151123,80500,30.0
Political Mann,SH011285070000,"Politics,Public affairs",20151122,40000,30.0
Lo Mejor de Cala,SH013569420000,Interview,20151114,150000,60.0
Friday Sports Blitz,SH015145970000,Sports non-event,20151114,112100,9.0
Hurbano,SH009115700000,Music,20151024,30000,60.0
ABC15 Mornings,SH016105810000,News,20151024,120000,60.0
Undercover,EP022250220010,Adults only,20151101,20000,30.0
Historias Engarzadas,SH006590680000,"Documentary,Biography",20151031,160000,60.0
Hurbano,SH009115700000,Music,20151122,40000,60.0
Broadcast On Demand,SH015393940000,Variety,20151122,70000,240.0
KRBC 6P NEWS WKND,SH017871240000,News,20151122,0,30.0
Broadcast On Demand,SH015393940000,Variety,20151108,110000,240.0
Collegiate Bass Fishing Tournament,SH022657930000,Fishing,20151025,40000,30.0
Monument Guys,EP021066340001,"Documentary,Reality,Art,History",20151206,90000,60.0
Barbara Walters-American Scandals,EP022824140003,"Documentary,Crime",20151206,10000,60.0
Political Mann,SH011285070000,"Politics,Public affairs",20151205,233000,30.0
Joni Lamb Table Talk,EP016851910112,Religious,20151120,13000,30.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150801,225100,9.0
Broadcast On Demand,SH015393940000,Variety,20150801,100000,240.0
Undercover,EP022250220007,Adults only,20151017,10000,30.0
Friday Sports Blitz,SH015145970000,Sports non-event,20151017,65600,15.0
Broadcast On Demand,SH015393940000,Variety,20151217,70000,240.0
The Shopping Tree Inspirational Home,SH018074610000,Consumer,20151217,160000,60.0
40/29 News Sunrise,SH003308510000,News,20151109,110000,60.0
Noticias Telemundo 48,SH012338160000,News,20151110,180000,30.0
La Otra Cara De La Moneda,SH014347370000,"Special,Community,Public affairs",20151018,193000,30.0
La Otra Cara De La Moneda,SH014347370000,"Special,Community,Public affairs",20151105,30000,30.0
Judge Mathis,EP003242302969,"Reality,Law",20151029,160000,60.0
Face the Nation,EP000015221202,"Talk,News,Public affairs,Politics",20151221,80000,30.0
Face the Nation,EP000015221202,"Talk,News,Public affairs,Politics",20151221,80500,30.0
Judge Mathis,EP003242303006,"Reality,Law",20151221,150000,60.0
Hot Tub Fun,SH011756770000,Shopping,20151222,170000,60.0
Ethics in America,EP000014700003,Educational,20150620,60000,60.0
Southern Accents,EP001589240120,Travel,20150620,133000,30.0
40/29 News Sunrise,SH003308510000,News,20150620,110000,60.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150620,95100,9.0
KOCO 5 News at 5pm,SH017307460000,News,20150620,220000,30.0
Jamie's Food Escapes,EP013738060001,"Cooking,Travel",20151011,190000,60.0
Lo Mejor de Cala,SH013569420000,Interview,20150726,50000,60.0
Confessions of a Teenage Drama Queen,MV001451820000,Comedy,20150719,90000,120.0
Confessions of a Teenage Drama Queen,MV001451820000,Comedy,20150727,70000,120.0
Lost Boy,MV007698810000,"Drama,Suspense",20150727,60200,120.0
South of 45,SH022172690000,"Special,Documentary",20150727,30000,60.0
S.O.S. Casa,EP017891230003,"Educational,Entertainment",20150613,120000,30.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150613,94600,14.0
Judge Mathis,EP003242302999,"Reality,Law",20151210,180000,60.0
Judge Mathis,EP003242303001,"Reality,Law",20151214,160000,60.0
Hot to Trot,MV000254950000,Comedy,20151214,203500,85.0
Missouri Outdoors,SH000649150000,"Sports non-event,Outdoors,Nature,Fishing,Hunting",20151214,83000,30.0
Great Outdoors,EP000019360002,Outdoors,20150906,173000,30.0
One Night in March,SH018560070000,"Special,Documentary",20150907,180000,30.0
A Toda Gloria,SH019954130000,Reality,20150907,20000,60.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150627,152100,9.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150627,165100,9.0
40/29 News Sunrise,SH003308510000,News,20151203,120000,60.0
Hot Tub Fun,SH011756770000,Shopping,20151111,70000,60.0
Judge Mathis,EP003242302991,"Reality,Law",20151130,170000,60.0
Exploring With the Scholars,SH018456810000,"Educational,Religious",20151130,60000,60.0
Judge Mathis,EP003242302998,"Reality,Law",20151209,160000,60.0
Limitless With Theresa Vail,EP022098850003,Outdoors,20151209,60000,30.0
Jasper Crusade,SH015752550000,Religious,20151209,233000,30.0
ABC15 Mornings,SH016105810000,News,20151210,113000,30.0
Siren,MV003502680000,Suspense,20151228,101000,80.0
La Otra Cara De La Moneda,SH014347370000,"Special,Community,Public affairs",20151229,100000,30.0
Exploring With the Scholars,SH018456810000,"Educational,Religious",20151228,60000,60.0
Real Life Christmas Special,SH023058860000,"Special,Religious",20151228,30000,60.0
Sandwiches That You Will Like,SH005272950000,"Special,Cooking",20150628,80000,60.0
Sandwiches That You Will Like,SH005272950000,"Special,Cooking",20150628,193000,60.0
Missouri Outdoors,SH000649150000,"Sports non-event,Outdoors,Nature,Fishing,Hunting",20151216,83000,30.0
MMM,SH023216580000,Music,20151217,91400,16.0
ABC15 Mornings,SH016105810000,News,20151230,130000,60.0
Hurbano,SH009115700000,Music,20150621,30000,60.0
News Press Now,SH021935180000,News,20151102,180000,30.0
40/29 News Sunrise,SH003308510000,News,20151204,120000,60.0
Hot Tub Fun,SH011756770000,Shopping,20151205,70000,60.0
Limitless With Theresa Vail,EP022098850009,Outdoors,20151223,60000,30.0
40/29 News Sunrise,SH003308510000,News,20151224,103000,30.0
Undercover,EP022250220002,Adults only,20150830,50000,30.0
A Toda Gloria,SH019954130000,Reality,20150830,10000,60.0
Tailgate Fan,EP022519900015,"Sports non-event,Football",20151211,153000,30.0
Face the Nation,EP000015221200,"Talk,News,Public affairs,Politics",20151207,100500,30.0
Judge Mathis,EP003242303012,"Reality,Law",20151208,0,60.0
Dr. Richard Booker,SH005461410000,Religious,20150803,93000,30.0
Vagabunda,MV000438460000,"Spanish,Drama",20151124,42500,120.0
Hurbano,SH009115700000,Music,20151123,40000,60.0
News Press Now,SH021935180000,News,20151123,180000,30.0
Barbara Walters-American Scandals,EP022824140007,"Documentary,Crime",20151215,30000,60.0
Good Day Oregon at 6am,SH008010090000,News,20151216,140000,60.0
La Otra Cara De La Moneda,SH014347370000,"Special,Community,Public affairs",20151215,100000,30.0
The Proposal,MV002386580000,Romance-comedy,20150920,43000,150.0
2015 Brooklyn Hip Hop Festival,SH022566200000,"Special,Music",20151111,80000,14.0
Dr. Richard Booker,SH005461410000,Religious,20151103,3000,30.0
Collegiate Bass Fishing Tournament,SH022657930000,Fishing,20151103,123000,30.0
Judge Mathis,EP003242302957,"Reality,Law",20151203,70700,60.0
Joni Lamb Table Talk,SH016851910000,Religious,20151202,120000,30.0
Judge Mathis,EP003242302954,"Reality,Law",20151223,80000,60.0
Her 1st Big One!,MV008101330000,Adults only,20151223,110000,90.0
Limitless With Theresa Vail,EP022098850004,Outdoors,20151125,60000,30.0
Face the Nation,EP000015221178,"Talk,News,Public affairs,Politics",20150705,220000,30.0
Horny Housewives Love Their Vibrators!,SH021880670000,"Adults only,Special",20150705,203000,60.0
Judge Mathis,EP003242302996,"Reality,Law",20151208,100000,60.0
Undercover,EP022250220006,Adults only,20151209,53000,30.0
Dr. Richard Booker,SH005461410000,Religious,20151208,173000,30.0
Broadcast On Demand,SH015393940000,Variety,20151208,30000,240.0
Ideas decorativas con Lilla Moreno,SH022163690000,"How-to,House/garden",20150823,143000,30.0
Face the Nation,EP000015221183,"Talk,News,Public affairs,Politics",20150809,153000,60.0
Fútbol Argentino Primera B Metropolitan,EP016158540264,"Sports event,Soccer",20150509,170000,150.0
Boomerang,MV000352370000,Comedy,20150509,103500,125.0
Grosse Pointe Blank,MV000501620000,Romance-comedy,20150509,170000,120.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150509,80100,14.0
Judge Mathis,EP003242303000,"Reality,Law",20151114,70700,60.0
40/29 News Sunrise,SH003308510000,News,20151113,120000,60.0
Friday Sports Blitz,SH015145970000,Sports non-event,20151219,133700,14.0
ABC15 Mornings,SH016105810000,News,20151219,120000,60.0
Judge Mathis,EP003242302992,"Reality,Law",20151201,130000,60.0
Judge Mathis,EP003242303010,"Reality,Law",20151202,70700,60.0
Joni Lamb Table Talk,SH016851910000,Religious,20151202,13000,30.0
Hot Tub Fun,SH011756770000,Shopping,20151117,80000,60.0
Hollow Man,MV000953100000,Science fiction,20150418,161500,115.0
40/29 News Sunrise,SH003308510000,News,20150419,110000,60.0
40/29 News Sunrise,SH003308510000,News,20160101,120000,60.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150704,162100,9.0
Broadcast On Demand,SH015393940000,Variety,20150704,140000,240.0
Broadcast On Demand,SH015393940000,Variety,20150705,60000,240.0
Fox34 Weather Nation,SH018427950000,Weather,20150705,30000,300.0
40/29 News Sunrise,SH003308510000,News,20150817,100000,60.0
Judge Mathis,EP003242302966,"Reality,Law",20151027,70000,60.0
Face the Nation,EP000015221170,"Talk,News,Public affairs,Politics",20150511,53500,30.0
Missouri Outdoors,SH000649150000,"Sports non-event,Outdoors,Nature,Fishing,Hunting",20150511,13000,30.0
Yellow Rock,MV004052470000,Western,20150411,230000,120.0
Missouri Outdoors,SH000649150000,"Sports non-event,Outdoors,Nature,Fishing,Hunting",20150412,10000,30.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150411,54100,14.0
Friday Sports Blitz,SH015145970000,Sports non-event,20150411,84400,46.0
Undercover,EP022250220001,Adults only,20150912,10000,30.0
40/29 News Sunrise,SH003308510000,News,20150912,110000,60.0
Broadcast On Demand,SH015393940000,Variety,20150913,20000,240.0
Broadcast On Demand,SH015393940000,Variety,20150913,140000,240.0
Missouri Outdoors,SH000649150000,"Sports non-event,Outdoors,Nature,Fishing,Hunting",20151121,20000,30.0
Demon Poldnya,SH009243830000,"Miniseries,Drama,Romance",20151121,83500,45.0
Friday Sports Blitz,SH015145970000,Sports non-event,20151121,64100,14.0
Friday Sports Blitz,SH015145970000,Sports non-event,20151121,90800,15.0
Hurbano,SH009115700000,Music,20151031,30000,60.0
"Weird, Wild & Deadly",EP021438790001,"Nature,Travel",20150419,180000,30.0
Yellow Rock,MV004052470000,Western,20150426,70000,120.0
Joni Lamb Table Talk,SH016851910000,Religious,20150425,3000,30.0
Judge Mathis,EP003242302967,"Reality,Law",20151028,90000,60.0
James Corbett Ministries,SH013843380000,null,20151028,163000,30.0
Joni: Table Talk,SH017155990000,"Religious,Talk",20151028,210000,30.0
40/29 News Sunrise,SH003308510000,News,20151016,93000,30.0
Judge Mathis,EP003242302946,"Reality,Law",20150516,50000,60.0
Tortured,MV002465430000,"Suspense,Crime drama",20150516,165000,115.0
Premier League Preview,SH013374620000,"Sports non-event,Soccer",20150516,110000,30.0
Historias Engarzadas,SH006590680000,"Documentary,Biography",20150517,100000,60.0
Good Meat,SH013802240000,"Special,Documentary",20151127,60000,60.0
Southern Accents,EP001589240122,Travel,20150502,143000,30.0
Southern Accents,EP001589240132,Travel,20150502,190000,30.0
Historias Engarzadas,SH006590680000,"Documentary,Biography",20150502,160000,60.0
Outlook,EP020507190002,"Travel,Adventure",20150601,30000,30.0
Miracle Deliverance Revival,SH000285630000,Religious,20150531,143000,30.0
ABC15 Mornings,SH016105810000,News,20150531,120000,120.0
ABC15 Mornings,SH016105810000,News,20150601,120000,60.0
Lo Mejor de Cala,SH013569420000,Interview,20150927,140000,60.0
Undercover,EP022250220004,Adults only,20150920,50000,30.0
Face the Nation,EP000015221169,"Talk,News,Public affairs,Politics",20150504,53500,30.0
Boomerang,MV000352370000,Comedy,20150503,214500,120.0
Route 66,EP000036750001,"Drama,Adventure",20151008,20000,60.0
ABC15 Mornings,SH016105810000,News,20151009,120000,60.0
Tailgate Fan,EP022519900012,"Sports non-event,Football",20151127,73000,30.0
Judge Mathis,EP003242302961,"Reality,Law",20151019,140000,60.0
Judge Mathis,EP003242302981,"Reality,Law",20151019,140000,60.0
